loan_id,no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education,self_employed
2442,5,0.6202990270030043,0.5492571019395512,0.54297010653671,1.3865997718307541,-0.8569466115550357,-0.9965143282946539,0.052038926074397425,0.7764490080510168,0.0,0.0
3674,5,1.297296179499582,1.245982204972899,-0.15773708354950988,-1.6352631352653215,0.6654569840989979,-0.4724115249722093,0.8869571998001325,1.2995573803243776,1.0,1.0
2305,1,1.154770463184513,1.0800952756792448,-0.15773708354950988,0.2439759854623723,0.6193235418064514,2.3759732756932506,0.7111849316473462,0.25334063577765586,1.0,0.0
2233,2,0.37087902345163354,0.018418928199857684,-1.5591514637219497,1.1545949421112855,-0.05730027848423019,0.12005251356620632,0.29372579478447863,0.09948523216784384,0.0,0.0
2964,5,1.4041904667358838,0.4386658157437818,0.54297010653671,-0.347636330322272,0.5885679136114204,-0.9509401714840066,0.3486546285822244,-0.023599090720005784,0.0,1.0
2341,1,0.3352475943728663,0.6709075167548977,0.19261651149360004,-0.29543524363539164,1.6035036440474426,0.7353036305099456,0.19485389394853633,0.3764249586655055,1.0,0.0
612,1,0.7628247433180733,1.0800952756792448,0.54297010653671,0.38317888329405336,-0.5955237718972723,1.5100642962909507,0.1618965936698889,0.25334063577765586,0.0,0.0
1337,4,0.15709044897903002,0.6709075167548977,1.5940308916660397,-1.3974581848028664,-0.5032568873121794,0.07447835675555897,0.3816119288608718,0.4379671201094303,1.0,0.0
3633,4,-0.6268009907538495,-0.479241859681105,-1.2087978686788396,-0.2780348814064315,-0.5032568873121794,-0.9281530930786829,-0.7169647470940428,-0.5159363822714043,1.0,0.0
4089,4,-1.0543781396990566,-0.7667792037901057,1.5940308916660397,-0.9740493705648365,-0.2264562335569006,-0.9281530930786829,-1.0465377498805173,-1.2236712388765396,1.0,1.0
4251,1,0.3352475943728663,-0.19170451557210436,0.19261651149360004,0.7601867315881894,-0.9492134961401286,-0.1533924272976778,0.6782276313686988,0.5918225237192424,1.0,1.0
2178,1,-1.5175867177230307,-1.4303269209647227,-1.2087978686788396,1.4620013414895812,-1.0107247525301906,-1.0876626419159485,-1.4200538197051882,-1.2236712388765396,0.0,1.0
3094,5,-1.3037981432504273,-1.0874939337578373,0.19261651149360004,1.0327924065085647,-0.9030800538475822,-0.9737272498893302,-1.178366950995107,-1.3159844810424268,0.0,0.0
743,5,-0.9831152815415221,-0.9990209048012216,-0.8584442736357297,-1.5134605996626005,-0.36485656043454,-0.563559838593504,-0.7499220473726903,-0.7928761087690659,1.0,1.0
638,3,0.6559304560817715,1.3565734911686684,-1.2087978686788396,-1.124852509882491,0.41941195853875,0.34792329761944313,0.9638575671169766,0.09948523216784384,0.0,0.0
1430,5,0.5490361688454698,1.1796274332554373,-0.15773708354950988,0.4063793662660002,-0.44174563092211744,0.5074328464567088,0.6013272640518548,1.0841598152706409,0.0,0.0
4164,3,1.3685590376571166,1.02479963258136,-0.15773708354950988,1.009591923536618,0.5731900995139049,0.2567749839981484,1.7877900740831625,0.7149068466070919,1.0,0.0
3987,2,1.1904018922632802,0.615611873657013,-0.8584442736357297,-0.5042395903829131,-1.0722360089202525,2.6038440597464874,0.4035834623799701,0.8995333309388663,0.0,0.0
2177,3,0.5846675979242371,-0.19170451557210436,0.54297010653671,1.0559928894805115,-0.395612188629571,-0.22175366251364884,1.1725871355484103,1.4226417032122274,1.0,1.0
1098,0,0.01456473266396101,-0.07005410075675791,0.54297010653671,-0.23743403620552453,0.5424344713188739,-0.8825789362680355,-0.31049137699072443,0.3148827972215807,0.0,1.0
1861,3,-0.02106669641480624,0.2727788864501275,-0.5080906785926198,-1.722264946410122,-0.1803227912643541,1.0543227281844771,-0.25556254319297866,0.5918225237192424,1.0,0.0
49,3,0.15709044897903002,0.593493616417859,0.19261651149360004,0.19757501951847864,-1.0261025666277062,0.8264519441312403,0.37062616210132265,0.9918465731047537,0.0,0.0
2692,1,0.0858275908214955,0.37231104402632004,-0.8584442736357297,-0.5738410392987536,-0.11881153487429215,0.8264519441312403,0.1618965936698889,-0.20822557505178022,0.0,1.0
2393,5,-0.9831152815415221,-0.9326661330837599,0.8933237015798199,0.06997236317277106,-0.11881153487429215,-0.38126321135091457,-0.6949932135749445,-0.9159604316569155,1.0,1.0
922,3,-1.0543781396990566,-0.9990209048012216,-0.5080906785926198,-1.4728597544616935,-0.303345304044478,-0.9965143282946539,-1.167381184235558,-0.6390207051592539,0.0,1.0
3120,4,1.6892418993660219,1.5777560635602075,-0.5080906785926198,-0.04603005168696313,3.3258188229691776,2.6722052949624584,2.282149578262874,1.2380152188804527,0.0,0.0
3976,2,0.37087902345163354,0.7925579315702441,-0.5080906785926198,0.5455822640976812,1.3420808043896792,1.350554747453685,0.8539998995214851,0.6841357658851296,1.0,1.0
757,1,-0.127960983651108,0.39442930126547393,1.5940308916660397,-0.8986478009060094,-0.8261909833600047,-1.1332367987265959,-0.44232057810531417,-0.30053881721766745,0.0,1.0
2764,3,-0.16359241272987524,-0.16958625833295046,1.5940308916660397,0.748586490102216,-0.9492134961401286,0.8948131793472114,0.22781119422718377,0.28411171649961825,0.0,1.0
2639,0,-0.7693267070689185,-0.5787740172572976,-0.5080906785926198,-1.6700638597232418,-0.8723244256525512,-0.10781827048703045,-0.431334811345765,-0.39285205938355466,1.0,1.0
3362,5,-0.8762209943052203,-1.0653756765186833,-0.5080906785926198,0.44118009072392045,-0.11881153487429215,-0.9509401714840066,-0.8707654817277308,-1.1313579967106524,1.0,1.0
4195,5,-1.0543781396990566,-1.131730448236145,0.19261651149360004,0.2961770721492527,-0.7646797269699428,-0.6547081522147987,-0.9916089160827715,-0.9775025931008403,0.0,1.0
2079,1,-1.4463238595654964,-1.2644399916710685,0.54297010653671,1.148794821368299,-0.8415687974575202,-1.0876626419159485,-1.244281551552402,-1.10058691598869,1.0,1.0
2243,1,0.5490361688454698,0.615611873657013,-1.2087978686788396,-0.03442981020098971,-0.41099000272708647,-1.0876626419159485,1.2385017361057051,1.2072441381584904,1.0,1.0
2933,1,-0.8049581361476857,-0.6672470462139132,0.54297010653671,-0.5216399526118732,-0.7800575410674583,-0.17617950570300148,-0.5192209454221582,-0.6082496244372915,0.0,1.0
837,1,-1.5888495758805652,-1.4524451782038765,-0.15773708354950988,-1.5888621693214278,-1.087613823017768,-0.9053660146733592,-1.39808228618609,-1.3159844810424268,1.0,1.0
3709,3,0.37087902345163354,0.615611873657013,-1.2087978686788396,1.2531969947420598,1.142169221121978,0.09726543516088265,0.996814867395624,0.28411171649961825,1.0,0.0
2715,0,1.2616647504208147,1.9316481793866698,-0.5080906785926198,1.0327924065085647,2.1571049515580003,2.0797412564240427,2.0294769427932438,1.8534368333197009,0.0,1.0
2821,2,1.1904018922632802,0.6266710022765899,0.19261651149360004,-1.5366610826345473,-0.11881153487429215,1.6695738451282165,0.37062616210132265,1.5764971068220393,0.0,1.0
2175,5,0.47777331068793527,0.9695039894834753,-0.8584442736357297,-1.124852509882491,1.111413592926947,1.6923609235335402,1.1286440685102137,-0.20822557505178022,1.0,1.0
3104,1,0.050196161742728264,0.615611873657013,0.19261651149360004,0.06997236317277106,-0.8108131692624893,-0.5407727601881803,0.15091082691033975,-0.5467074629933667,0.0,1.0
3075,5,0.0858275908214955,-0.05899497213718096,0.8933237015798199,1.4794017037185414,-0.5032568873121794,-0.7686435442414171,-0.431334811345765,0.7456779273290544,0.0,0.0
1071,2,-0.8049581361476857,-0.5566557600181437,0.8933237015798199,-0.3998374170091524,-0.7031684705798807,-0.4724115249722093,-0.8707654817277308,-0.269767736495705,0.0,1.0
4105,0,0.6915618851605387,0.9363266036247444,0.54297010653671,0.36577852106509323,0.9730132660493077,0.9403873361578587,0.6782276313686988,0.6841357658851296,0.0,0.0
1877,1,0.8340876014756078,0.04053718543901158,-1.5591514637219497,0.5397821433546945,-0.6877906564823653,1.783509237154835,0.7331564651664445,1.3303284610463402,1.0,0.0
2226,5,0.6915618851605387,1.3012778480707838,-1.2087978686788396,1.6766058089800895,-0.9338356820426131,-0.17617950570300148,0.7990710657237394,0.7456779273290544,0.0,1.0
2721,3,0.12145901990026277,-0.047935843517604014,-1.2087978686788396,-1.3974581848028664,0.7423460545865753,1.1226839634004482,-0.0028899077233483085,0.3456538779435431,0.0,1.0
4022,1,1.012244746869444,0.4386658157437818,-1.5591514637219497,-0.04022993094397642,2.049460252875392,1.6467867667228928,1.2055444358270577,0.868762250216904,0.0,1.0
3047,2,-0.02106669641480624,-0.05899497213718096,-0.15773708354950988,1.206796028798166,-0.4725012591171484,-0.3356890545402672,0.23879696098673292,-0.5774785437153291,0.0,1.0
3366,3,0.9766133177906767,1.02479963258136,1.5940308916660397,-0.6376423674716074,-0.11881153487429215,0.028904199944911613,0.2827400280249295,-0.269767736495705,0.0,1.0
2338,1,0.22835330713656452,0.04053718543901158,-0.5080906785926198,-0.32443584735032516,0.4655454008312965,0.849239022536564,0.6342845643305022,0.6225936044412047,1.0,0.0
1993,0,0.7984561723968405,0.825735317428975,0.19261651149360004,1.4562012207465944,-0.6416572141898188,-0.3584761329455909,1.062729467952919,0.09948523216784384,0.0,1.0
1695,3,-0.5911695616750823,-0.1806453869525274,-0.15773708354950988,-1.4612595129757202,0.06572223429589373,-0.2901148977296199,-0.7609078141322394,-0.08514125216393059,0.0,0.0
